dataset,row,file_name,split,image_found,gt_found,image_path,ground_truth_path,num_labels,note
CurveLane,2,ffffcb254d20f46ac08c8cf46466f942.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffffcb254d20f46ac08c8cf46466f942.jpg,/shared/data/Curvelanes/train/labels/ffffcb254d20f46ac08c8cf46466f942.lines.json,8,
CurveLane,3,fffe1d98bbd73bec32507b7ebeffa5a6.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffe1d98bbd73bec32507b7ebeffa5a6.jpg,/shared/data/Curvelanes/train/labels/fffe1d98bbd73bec32507b7ebeffa5a6.lines.json,10,
CurveLane,4,fffd62919380b9e8891881b9328089ec.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffd62919380b9e8891881b9328089ec.jpg,/shared/data/Curvelanes/train/labels/fffd62919380b9e8891881b9328089ec.lines.json,7,
CurveLane,5,fffc361b3993fabb46aa03be8a522195.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffc361b3993fabb46aa03be8a522195.jpg,/shared/data/Curvelanes/train/labels/fffc361b3993fabb46aa03be8a522195.lines.json,9,
CurveLane,6,fffadbe4d8ec8d3b963d5015f2e81850.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffadbe4d8ec8d3b963d5015f2e81850.jpg,/shared/data/Curvelanes/train/labels/fffadbe4d8ec8d3b963d5015f2e81850.lines.json,7,
CurveLane,7,fffacde59a871fa75df3310552778fac.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffacde59a871fa75df3310552778fac.jpg,/shared/data/Curvelanes/train/labels/fffacde59a871fa75df3310552778fac.lines.json,9,
CurveLane,8,fff9b631d653bebbd7aff752c9b61f15.jpg,train,True,True,/shared/data/Curvelanes/train/images/fff9b631d653bebbd7aff752c9b61f15.jpg,/shared/data/Curvelanes/train/labels/fff9b631d653bebbd7aff752c9b61f15.lines.json,8,
CurveLane,9,fff82417afd42556e4d14986b48fa750.jpg,train,True,True,/shared/data/Curvelanes/train/images/fff82417afd42556e4d14986b48fa750.jpg,/shared/data/Curvelanes/train/labels/fff82417afd42556e4d14986b48fa750.lines.json,9,
CurveLane,10,0a0f523e99b425c78150682d97d01e23.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a0f523e99b425c78150682d97d01e23.jpg,/shared/data/Curvelanes/train/labels/0a0f523e99b425c78150682d97d01e23.lines.json,9,
CurveLane,11,0a1a2037fe30831249fc6ec480f4f9a1.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1a2037fe30831249fc6ec480f4f9a1.jpg,/shared/data/Curvelanes/train/labels/0a1a2037fe30831249fc6ec480f4f9a1.lines.json,8,
CurveLane,12,0a1b13ac2a1291e71980a96c85b10432.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1b13ac2a1291e71980a96c85b10432.jpg,/shared/data/Curvelanes/train/labels/0a1b13ac2a1291e71980a96c85b10432.lines.json,9,
CurveLane,13,0a1b19a229d84fe4c5116a55e0d4c22c.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1b19a229d84fe4c5116a55e0d4c22c.jpg,/shared/data/Curvelanes/train/labels/0a1b19a229d84fe4c5116a55e0d4c22c.lines.json,11,
CurveLane,14,0a1b168d92a076d1734c6b63be328be4.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1b168d92a076d1734c6b63be328be4.jpg,/shared/data/Curvelanes/train/labels/0a1b168d92a076d1734c6b63be328be4.lines.json,9,
CurveLane,15,00a1b9881b7b6dfc9b2f42eb07a73ca2.jpg,train,True,True,/shared/data/Curvelanes/train/images/00a1b9881b7b6dfc9b2f42eb07a73ca2.jpg,/shared/data/Curvelanes/train/labels/00a1b9881b7b6dfc9b2f42eb07a73ca2.lines.json,7,
CurveLane,16,0a1c64a926aac5e7857e813c96ca4ea2.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1c64a926aac5e7857e813c96ca4ea2.jpg,/shared/data/Curvelanes/train/labels/0a1c64a926aac5e7857e813c96ca4ea2.lines.json,8,
CurveLane,17,0a01dea3e9bb21772a829de7f4eb6d57.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a01dea3e9bb21772a829de7f4eb6d57.jpg,/shared/data/Curvelanes/train/labels/0a01dea3e9bb21772a829de7f4eb6d57.lines.json,7,
CurveLane,18,0a1e6d0e55fae3d9766b08ebdc798239.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1e6d0e55fae3d9766b08ebdc798239.jpg,/shared/data/Curvelanes/train/labels/0a1e6d0e55fae3d9766b08ebdc798239.lines.json,9,
CurveLane,19,0a1e8d165cf64dd589ec21e3cc70475a.jpg,train,True,True,/shared/data/Curvelanes/train/images/0a1e8d165cf64dd589ec21e3cc70475a.jpg,/shared/data/Curvelanes/train/labels/0a1e8d165cf64dd589ec21e3cc70475a.lines.json,6,
CurveLane,20,ffffcd23465e090e03c0095c5effe77a.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffffcd23465e090e03c0095c5effe77a.jpg,/shared/data/Curvelanes/train/labels/ffffcd23465e090e03c0095c5effe77a.lines.json,9,
CurveLane,21,ffffcb254d20f46ac08c8cf46466f942.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffffcb254d20f46ac08c8cf46466f942.jpg,/shared/data/Curvelanes/train/labels/ffffcb254d20f46ac08c8cf46466f942.lines.json,8,
CurveLane,22,fffe1d98bbd73bec32507b7ebeffa5a6.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffe1d98bbd73bec32507b7ebeffa5a6.jpg,/shared/data/Curvelanes/train/labels/fffe1d98bbd73bec32507b7ebeffa5a6.lines.json,10,
CurveLane,23,fffd62919380b9e8891881b9328089ec.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffd62919380b9e8891881b9328089ec.jpg,/shared/data/Curvelanes/train/labels/fffd62919380b9e8891881b9328089ec.lines.json,7,
CurveLane,24,fffc361b3993fabb46aa03be8a522195.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffc361b3993fabb46aa03be8a522195.jpg,/shared/data/Curvelanes/train/labels/fffc361b3993fabb46aa03be8a522195.lines.json,9,
CurveLane,25,fffadbe4d8ec8d3b963d5015f2e81850.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffadbe4d8ec8d3b963d5015f2e81850.jpg,/shared/data/Curvelanes/train/labels/fffadbe4d8ec8d3b963d5015f2e81850.lines.json,7,
CurveLane,26,fffacde59a871fa75df3310552778fac.jpg,train,True,True,/shared/data/Curvelanes/train/images/fffacde59a871fa75df3310552778fac.jpg,/shared/data/Curvelanes/train/labels/fffacde59a871fa75df3310552778fac.lines.json,9,
CurveLane,27,fff9b631d653bebbd7aff752c9b61f15.jpg,train,True,True,/shared/data/Curvelanes/train/images/fff9b631d653bebbd7aff752c9b61f15.jpg,/shared/data/Curvelanes/train/labels/fff9b631d653bebbd7aff752c9b61f15.lines.json,8,
CurveLane,28,fff82417afd42556e4d14986b48fa750.jpg,train,True,True,/shared/data/Curvelanes/train/images/fff82417afd42556e4d14986b48fa750.jpg,/shared/data/Curvelanes/train/labels/fff82417afd42556e4d14986b48fa750.lines.json,9,
CurveLane,29,fff7bef98881404b5f198f7658cad20a.jpg,train,True,True,/shared/data/Curvelanes/train/images/fff7bef98881404b5f198f7658cad20a.jpg,/shared/data/Curvelanes/train/labels/fff7bef98881404b5f198f7658cad20a.lines.json,10,
CurveLane,30,ffe5b0a8164e56c70f9ae51d8438a966.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe5b0a8164e56c70f9ae51d8438a966.jpg,/shared/data/Curvelanes/train/labels/ffe5b0a8164e56c70f9ae51d8438a966.lines.json,6,
CurveLane,31,ffe4b38d9046062fa1606c6e80b11f8a.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe4b38d9046062fa1606c6e80b11f8a.jpg,/shared/data/Curvelanes/train/labels/ffe4b38d9046062fa1606c6e80b11f8a.lines.json,9,
CurveLane,32,ffe41c37b68fe7305077557cf04098d8.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe41c37b68fe7305077557cf04098d8.jpg,/shared/data/Curvelanes/train/labels/ffe41c37b68fe7305077557cf04098d8.lines.json,9,
CurveLane,33,ffe3ba233571ee84c8995150eff19d3f.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe3ba233571ee84c8995150eff19d3f.jpg,/shared/data/Curvelanes/train/labels/ffe3ba233571ee84c8995150eff19d3f.lines.json,8,
CurveLane,34,ffe2e696392bfd04c3c43193a0481e8b.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe2e696392bfd04c3c43193a0481e8b.jpg,/shared/data/Curvelanes/train/labels/ffe2e696392bfd04c3c43193a0481e8b.lines.json,8,
CurveLane,35,ffe2951bdf4cf60fcbfc03401f8a1eb6.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe2951bdf4cf60fcbfc03401f8a1eb6.jpg,/shared/data/Curvelanes/train/labels/ffe2951bdf4cf60fcbfc03401f8a1eb6.lines.json,8,
CurveLane,36,ffe28390647ebe0ebd704148f1341b70.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe28390647ebe0ebd704148f1341b70.jpg,/shared/data/Curvelanes/train/labels/ffe28390647ebe0ebd704148f1341b70.lines.json,6,
CurveLane,37,ffe27da2e0e231e28b34604576018a5e.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffe27da2e0e231e28b34604576018a5e.jpg,/shared/data/Curvelanes/train/labels/ffe27da2e0e231e28b34604576018a5e.lines.json,9,
CurveLane,38,ffdf89ae4bf3a8616160199abf9b7506.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffdf89ae4bf3a8616160199abf9b7506.jpg,/shared/data/Curvelanes/train/labels/ffdf89ae4bf3a8616160199abf9b7506.lines.json,7,
CurveLane,39,ffdf59d5b8a53aac923f5a1498060a96.jpg,train,True,True,/shared/data/Curvelanes/train/images/ffdf59d5b8a53aac923f5a1498060a96.jpg,/shared/data/Curvelanes/train/labels/ffdf59d5b8a53aac923f5a1498060a96.lines.json,9,
CurveLane,40,21affc23d38daa72509cedb77f7d69db.jpg,train,True,True,/shared/data/Curvelanes/train/images/21affc23d38daa72509cedb77f7d69db.jpg,/shared/data/Curvelanes/train/labels/21affc23d38daa72509cedb77f7d69db.lines.json,8,
CurveLane,41,21af36d1424e5d52272df0113940d79e.jpg,train,True,True,/shared/data/Curvelanes/train/images/21af36d1424e5d52272df0113940d79e.jpg,/shared/data/Curvelanes/train/labels/21af36d1424e5d52272df0113940d79e.lines.json,8,
CurveLane,42,21ae5826fd583caa6fa02fbfc56a8060.jpg,train,True,True,/shared/data/Curvelanes/train/images/21ae5826fd583caa6fa02fbfc56a8060.jpg,/shared/data/Curvelanes/train/labels/21ae5826fd583caa6fa02fbfc56a8060.lines.json,9,
CurveLane,43,21aba7ec9482a96cba52df74df0237a2.jpg,train,True,True,/shared/data/Curvelanes/train/images/21aba7ec9482a96cba52df74df0237a2.jpg,/shared/data/Curvelanes/train/labels/21aba7ec9482a96cba52df74df0237a2.lines.json,8,
CurveLane,44,21ab257a4c435503d389e7ac00e89b2d.jpg,train,True,True,/shared/data/Curvelanes/train/images/21ab257a4c435503d389e7ac00e89b2d.jpg,/shared/data/Curvelanes/train/labels/21ab257a4c435503d389e7ac00e89b2d.lines.json,10,
CurveLane,45,21aa6ff21047ce5d9bc6b2e081638ad9.jpg,train,True,True,/shared/data/Curvelanes/train/images/21aa6ff21047ce5d9bc6b2e081638ad9.jpg,/shared/data/Curvelanes/train/labels/21aa6ff21047ce5d9bc6b2e081638ad9.lines.json,9,
CurveLane,46,21a54fd6b003456d2b7e106ac8752a83.jpg,train,True,True,/shared/data/Curvelanes/train/images/21a54fd6b003456d2b7e106ac8752a83.jpg,/shared/data/Curvelanes/train/labels/21a54fd6b003456d2b7e106ac8752a83.lines.json,6,
CurveLane,47,21a4f1455d82aa0a7ee9def44a888d9a.jpg,train,True,True,/shared/data/Curvelanes/train/images/21a4f1455d82aa0a7ee9def44a888d9a.jpg,/shared/data/Curvelanes/train/labels/21a4f1455d82aa0a7ee9def44a888d9a.lines.json,9,
CurveLane,48,21a49e960ef1138c58bda0f8ed59be3a.jpg,train,True,True,/shared/data/Curvelanes/train/images/21a49e960ef1138c58bda0f8ed59be3a.jpg,/shared/data/Curvelanes/train/labels/21a49e960ef1138c58bda0f8ed59be3a.lines.json,7,
CurveLane,49,21a3c4f064e026f10832061ab22eb7cd.jpg,train,True,True,/shared/data/Curvelanes/train/images/21a3c4f064e026f10832061ab22eb7cd.jpg,/shared/data/Curvelanes/train/labels/21a3c4f064e026f10832061ab22eb7cd.lines.json,9,
CuLane,1,05250343_0278.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250343_0278.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250343_0278.MP4,11,"sheet names a video segment, not a single frame"
CuLane,2,05250325_0272.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250325_0272.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250325_0272.MP4,10,"sheet names a video segment, not a single frame"
CuLane,3,05250358_0283.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250358_0283.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250358_0283.MP4,7,"sheet names a video segment, not a single frame"
CuLane,4,05250401_0284.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250401_0284.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250401_0284.MP4,10,"sheet names a video segment, not a single frame"
CuLane,5,05250416_0289.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250416_0289.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250416_0289.MP4,9,"sheet names a video segment, not a single frame"
CuLane,6,05250434_0295.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250434_0295.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250434_0295.MP4,10,"sheet names a video segment, not a single frame"
CuLane,7,05250452_0301.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250452_0301.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250452_0301.MP4,11,"sheet names a video segment, not a single frame"
CuLane,8,05250510_0307.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250510_0307.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250510_0307.MP4,8,"sheet names a video segment, not a single frame"
CuLane,9,05250541_0314.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250541_0314.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250541_0314.MP4,14,"sheet names a video segment, not a single frame"
CuLane,10,05250556_0319.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250556_0319.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250556_0319.MP4,10,"sheet names a video segment, not a single frame"
CuLane,11,05252005_0505.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252005_0505.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252005_0505.MP4,12,"sheet names a video segment, not a single frame"
CuLane,12,05251947_0499.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05251947_0499.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05251947_0499.MP4,9,"sheet names a video segment, not a single frame"
CuLane,13,05251739_0476.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05251739_0476.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05251739_0476.MP4,9,"sheet names a video segment, not a single frame"
CuLane,14,05251928_0493.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05251928_0493.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05251928_0493.MP4,10,"sheet names a video segment, not a single frame"
CuLane,15,05251910_0487.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05251910_0487.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05251910_0487.MP4,9,"sheet names a video segment, not a single frame"
CuLane,16,05252041_0517.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252041_0517.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252041_0517.MP4,8,"sheet names a video segment, not a single frame"
CuLane,17,05251931_0494.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05251931_0494.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05251931_0494.MP4,9,"sheet names a video segment, not a single frame"
CuLane,18,06042010_0511.mp4,test,True,True,/shared/data/culane/driver_193_90frame/06042010_0511.MP4,/shared/data/culane/laneseg_label_w16_test/driver_193_90frame/06042010_0511.MP4,8,"sheet names a video segment, not a single frame"
CuLane,19,05250559_0320.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05250559_0320.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250559_0320.MP4,11,"sheet names a video segment, not a single frame"
CuLane,20,05252044_0518.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252044_0518.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252044_0518.MP4,9,"sheet names a video segment, not a single frame"
CuLane,21,05252210_0529.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252210_0529.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252210_0529.MP4,11,"sheet names a video segment, not a single frame"
CuLane,22,05252213_0530.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252213_0530.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252213_0530.MP4,9,"sheet names a video segment, not a single frame"
