dataset_name,image_name,sample_id,I1,I2,I3,I4,I5,I6,Intersections,General Roadway Segments,Ramps / Merges,Work Zones,Tolling Stations,Roundabouts,At-Grade Rail Crossings,Managed Lanes,Arterial Roadway,Urban,Local Street / Road,Freeway/Expressway,Rural,Paved - bituminous / asphalt,Paved - non-bituminous / concrete,Undetermined,Unpaved,Solid Line,Dashed Line,Edge Line,Unmarked Pavement,Crosswalks,Curved Line,Double Line,Arrows,Gore Markings,Clearly Visible,Faded / Worn / Not Visible,Not Applicable,Occluded,Daylight,Rain,Wet Pavement,Nighttime,Glare,Shadow,Snow,Dusk / Dawn,Fog,Icy Road,yolopx_iou,yolopx_f1,yolopx_precision,yolopx_recall,yolopx_D2,yolopx_D4_upper,yolopx_D4_middle,yolopx_D4_lower,yolopx_D6,clrernet_iou,clrernet_f1,clrernet_precision,clrernet_recall,clrernet_D2,clrernet_D4_upper,clrernet_D4_middle,clrernet_D4_lower,clrernet_D6,yolopx_D5_clear,yolopx_D5_degraded,yolopx_D5_occluded,yolopx_D5_not_applicable,clrernet_D5_clear,clrernet_D5_degraded,clrernet_D5_occluded,clrernet_D5_not_applicable
bdd100k,bdd100k_val_b1d9e136-6c94ea3f.jpg,bdd100k_val_b1d9e136-6c94ea3f,0.569,0.754,0.735,0.637,0.042,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1424594484243346,0.2493908184151532,0.1431021625652498,0.9694367264460724,0.555556,,0.9014317477630812,0.3711201079622132,0.0305632735539277,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1dac7f7-6b2e0382.jpg,bdd100k_val_b1dac7f7-6b2e0382,0.566,0.664,0.553,0.726,0.003,10.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2010102479888581,0.3347352752825518,0.2037333558065059,0.9376515078056822,0.6,,0.9700482186905616,0.5839416058394161,0.0623484921943178,0.201209805794333,0.3350119268486615,0.5289809583594894,0.2451275089692621,0.1,,0.4034750147612061,0.7506465010579109,0.754872491030738,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1e0c01d-dd9e6e2f.jpg,bdd100k_val_b1e0c01d-dd9e6e2f,0.639,0.721,0.586,0.726,0.01,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2235719647853681,0.365441463550672,0.2236788201556739,0.997867803837953,1.0,,0.9215017064846416,,0.0021321961620469,0.1690126478988168,0.2891545240380421,0.2026167767180239,0.5047212915016753,0.75,,0.6219641684414684,,0.4952787084983247,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1e3e9f5-92377424.jpg,bdd100k_val_b1e3e9f5-92377424,0.395,0.588,0.253,0.732,0.0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.213616594178655,0.3520330806340455,0.2312567910177471,0.7368724754760531,0.833333,0.9281033657237888,0.6817980531557717,,0.2631275245239469,0.031291994624688,0.0606850335070737,0.0855194123819517,0.0470282746682054,0.2,,0.4787250367187671,,0.9529717253317944,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1e62c91-eca210a9.jpg,bdd100k_val_b1e62c91-eca210a9,0.923,1.0,0.745,0.918,0.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.214478078207476,0.3532020578321802,0.214478078207476,1.0,0.5,,0.9864603481624756,,0.0,0.2246753246753246,0.3669141039236479,0.2830651758931006,0.5213460572576595,0.5,,0.7256575546247744,,0.4786539427423405,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1e8ad72-c3c79240.jpg,bdd100k_val_b1e8ad72-c3c79240,0.701,0.638,0.819,0.631,0.002,6.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3013102725366876,0.4630875186274115,0.3042925951410575,0.9684973045822104,0.833333,,0.9893148962916404,,0.0315026954177897,0.2540379605508001,0.4051519468186134,0.312774926686217,0.574966307277628,0.666667,,0.8089759220662942,,0.4250336927223719,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1ea0ae4-4f770228.jpg,bdd100k_val_b1ea0ae4-4f770228,0.28,0.748,0.451,0.686,0.014,7.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1886393659180977,0.317403867526117,0.1949133263569771,0.8542372881355932,0.7,,0.9524959742351046,0.8563458856345886,0.1457627118644067,0.1304024537596431,0.2307186318039796,0.1963061424373863,0.2797607178464606,0.428571,,0.5948671832797222,0.6712463199214916,0.7202392821535394,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1ee702d-525fcebf.jpg,bdd100k_val_b1ee702d-525fcebf,0.263,0.548,0.561,0.554,0.001,1.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.0328506171639615,0.0636115554719111,0.0366078197768872,0.242467718794835,1.0,,0.7841076674297327,,0.757532281205165,0.0,0.0,,0.0,0.0,,,,1.0,0,0,0,1,0,0,0,1
bdd100k,bdd100k_val_b1f022d3-3774de8b.jpg,bdd100k_val_b1f022d3-3774de8b,0.38,0.797,0.84,0.704,0.058,11.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2220863245590711,0.3634543977721048,0.2222123689764645,0.9974524321311996,0.545455,,0.9808338273068564,1.0,0.0025475678688002,0.1482349421619465,0.2581961874158669,0.2840084065724111,0.2366849773107236,0.363636,,0.5650469939366505,0.1110291652698625,0.7633150226892763,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f0efd9-e900c6e5.jpg,bdd100k_val_b1f0efd9-e900c6e5,0.369,1.0,0.714,0.606,0.014,13.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1959565687334185,0.3276984697545445,0.197641287381383,0.9583133109082173,0.384615,,0.8461538085913657,0.9164785553047404,0.0416866890917827,0.1697684975034044,0.2902599922390376,0.3143737741664332,0.2695819317635752,0.230769,,0.3497567405822718,0.8309178743961353,0.7304180682364247,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f20aa0-50213047.jpg,bdd100k_val_b1f20aa0-50213047,0.505,1.0,0.662,0.767,0.001,3.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1996182874989155,0.3328030083887764,0.2236368937700456,0.6501836677027409,0.666667,,0.7811158798283262,1.0,0.3498163322972591,0.2837301587301587,0.4420401854714065,0.4061538461538461,0.4848827352359423,0.666667,,0.7477124569983709,0.2513661202185792,0.5151172647640576,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f25ff6-1ddb7e43.jpg,bdd100k_val_b1f25ff6-1ddb7e43,0.238,0.364,0.432,0.551,0.003,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2381583305730374,0.3846976993044408,0.2384874785781414,0.994238303756626,1.0,,0.9945652173913044,1.0,0.005761696243374,0.1344386221115024,0.2370134787217931,0.1764971241682643,0.3606821848352154,0.75,,0.8881909517047091,0.4661654135338345,0.6393178151647845,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f4491b-33824f31.jpg,bdd100k_val_b1f4491b-33824f31,0.512,0.684,0.706,0.696,0.03,17.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1972039051126145,0.3294407982975375,0.2302519748025197,0.5787621740496387,0.529412,,0.7809870580999821,,0.4212378259503613,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f4491b-97465266.jpg,bdd100k_val_b1f4491b-97465266,0.472,0.766,0.319,0.726,0.001,8.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.195134000247005,0.3265474837242947,0.2134990878994662,0.6940478805183395,0.875,,0.801971346704871,,0.3059521194816604,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f6c103-8b75ea3e.jpg,bdd100k_val_b1f6c103-8b75ea3e,0.398,1.0,0.665,0.658,0.086,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2823602274646697,0.4403758342114506,0.2846305195050891,0.9725274725274724,0.111111,,0.9998456075343524,1.0,0.0274725274725274,0.0552300779250327,0.1046787408365674,0.3150551589876703,0.0627666451195863,0.111111,,0.1578129866872178,0.0,0.9372333548804136,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f6c103-b00e8aad.jpg,bdd100k_val_b1f6c103-b00e8aad,0.46,1.0,0.756,0.568,0.052,8.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.234603665078752,0.3800469279568957,0.2394804284493899,0.9201312910284464,0.375,,0.9672065923362736,,0.0798687089715536,0.02757793764988,0.0536756126021003,0.0874857360213008,0.0387140212085507,0.375,,0.1772906107539333,0.0,0.9612859787914492,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1f85377-44885085.jpg,bdd100k_val_b1f85377-44885085,0.604,0.394,0.515,0.807,0.032,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1727628249367379,0.2946253432718713,0.1727628249367379,1.0,0.571429,,0.7458889233633261,1.0,0.0,0.230381833165461,0.3744883530549974,0.2817153734184301,0.5583666222814025,0.75,,0.9105636712733628,0.3083700440528634,0.4416333777185974,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b1fc95c9-cb2882c7.jpg,bdd100k_val_b1fc95c9-cb2882c7,0.433,0.678,0.444,0.727,0.036,7.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2157979496445265,0.3549898232804575,0.2195316870454727,0.92694449131095,0.714286,,0.9166773758388154,1.0,0.0730555086890501,0.1151122799919077,0.2064586357039187,0.2232685893662939,0.1920026995107137,0.285714,,0.5296848397251381,0.0637254901960784,0.8079973004892863,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b204a5c1-fa3d5b88.jpg,bdd100k_val_b204a5c1-fa3d5b88,0.562,0.65,0.188,0.666,0.001,5.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.1938092229943146,0.3246904434331675,0.2142757368347534,0.6698689956331878,0.6,,0.7791077623499567,,0.3301310043668122,0.0,0.0,,0.0,0.0,,,,1.0,0,0,0,1,0,0,0,1
bdd100k,bdd100k_val_b20b69d2-64b9cdb8.jpg,bdd100k_val_b20b69d2-64b9cdb8,0.268,0.633,0.468,0.702,0.032,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157682826622843,0.2724111008588261,0.1641925133689839,0.7990839058921507,0.333333,,0.7765511337324905,0.4828967701318274,0.2009160941078492,0.2075448361162646,0.3437467991396087,0.3383064516129032,0.3493649802206954,0.5,,0.838437032702685,0.5871015567086731,0.6506350197793046,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b20b69d2-bd242bf0.jpg,bdd100k_val_b20b69d2-bd242bf0,0.216,0.226,0.0,0.652,0.018,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1620226078057403,0.2788630904723779,0.1663721041318366,0.8610630407911001,1.0,,0.8646517739816032,0.913530276485632,0.1389369592088998,0.188545362392296,0.31727078891258,0.2421875,0.4598269468479604,1.0,,0.875004323314772,0.7825170830149202,0.5401730531520396,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b20b69d2-ca16c907.jpg,bdd100k_val_b20b69d2-ca16c907,0.318,0.857,0.779,0.706,0.002,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2643864734299517,0.4182051595549578,0.2645398298530549,0.9978121353558926,0.6,,0.994888178913738,1.0,0.0021878646441073,0.431056393963463,0.6024310373536105,0.4862467520831466,0.7915694282380397,0.8,,0.924979954217372,0.8875739644970414,0.2084305717619603,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b20ff95c-b9444127.jpg,bdd100k_val_b20ff95c-b9444127,0.289,0.754,0.676,0.666,0.09,6.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.213459516298633,0.3518197573656846,0.2152517798792495,0.9624576681180456,0.666667,0.9608244251326618,0.9582158431551492,,0.0375423318819545,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b2102d00-5eb86b71.jpg,bdd100k_val_b2102d00-5eb86b71,0.38,1.0,0.731,0.634,0.002,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2501490535102101,0.4001907657456258,0.2501490535102101,1.0,1.0,0.9692307692307692,1.0,1.0,0.0,0.1102284011916583,0.1985688729874776,0.2484889187374076,0.1653508118575897,0.5,,0.4693516225611586,0.2083333333333333,0.8346491881424103,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b2102d00-a8c09be1.jpg,bdd100k_val_b2102d00-a8c09be1,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0
bdd100k,bdd100k_val_b216243d-ad4306b9.jpg,bdd100k_val_b216243d-ad4306b9,0.079,0.728,0.675,1.0,0.106,1.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.1849626068376068,0.3121830271610504,0.1854827909468327,0.9850640113798008,0.5,,0.9122448979591836,,0.0149359886201991,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b21742c2-0e7a2b57.jpg,bdd100k_val_b21742c2-0e7a2b57,0.269,0.644,0.384,0.846,0.0,3.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2257470700128858,0.368342010412495,0.2257470700128858,1.0,1.0,,1.0,1.0,0.0,0.3281737461003119,0.4941729153491734,0.3700947225981055,0.7434085349279695,1.0,,0.961058629092344,0.4541666666666667,0.2565914650720304,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b2194b15-1825056a.jpg,bdd100k_val_b2194b15-1825056a,0.167,1.0,0.669,0.712,0.01,5.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.168996746680735,0.2891312523505077,0.1696680790960452,0.9771225216065074,0.833333,,0.8639007367196588,0.8651162790697675,0.0228774783934926,0.044602756698157,0.085396590066716,0.1024546424759871,0.0732079308591764,0.4,,0.148457329798635,0.5041951219512195,0.9267920691408236,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b21ac8b3-9b9cb45a.jpg,bdd100k_val_b21ac8b3-9b9cb45a,0.344,1.0,0.637,0.804,0.0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2468900921996195,0.3960093896713615,0.2504267794848957,0.945892907204934,0.75,,0.9452054794520548,0.9785604900459418,0.0541070927950658,0.2114737114737114,0.3491181186531266,0.2821354526606772,0.4578076815250911,0.75,,0.369292523833417,0.4986493181965058,0.5421923184749089,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b21c86ac-0dc77d82.jpg,bdd100k_val_b21c86ac-0dc77d82,0.265,0.536,0.455,0.946,0.001,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2606189967982924,0.4134778191669488,0.26360103626943,0.9583987441130298,0.5,,0.9414758269720102,1.0,0.0416012558869701,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b21c86ac-2eb7ba16.jpg,bdd100k_val_b21c86ac-2eb7ba16,0.169,0.794,0.574,0.736,0.001,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2362178783219855,0.3821622101803322,0.2436703483432455,0.8853673595389998,0.833333,,0.8786637766160909,0.9549867608120036,0.1146326404610002,0.1798706548100242,0.3048989379924632,0.2285332785538208,0.4579131508540852,0.666667,,0.6185010006686131,0.8786450881023367,0.5420868491459148,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b22a4d9f-48b2e986.jpg,bdd100k_val_b22a4d9f-48b2e986,0.481,0.659,0.46,0.761,0.002,7.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.255145234272369,0.40655890219793,0.270602198255844,0.817076971019009,0.777778,,0.9587052662994818,0.8696781842604796,0.1829230289809909,0.1909282700421941,0.320637732506643,0.2581534658172482,0.4230289809909629,0.571429,,0.842300394382205,0.9464914927456928,0.5769710190090371,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_b22f174d-a19c875e.jpg,bdd100k_val_b22f174d-a19c875e,0.214,1.0,0.524,1.0,0.0,1.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.2608486017357763,0.4137667304015296,0.2608486017357763,1.0,1.0,,,1.0,0.0,0.1644004944375772,0.2823779193205945,0.1980640357408786,0.4916820702402957,1.0,,,0.9885714285714284,0.5083179297597042,0,1,0,0,0,1,0,0
bdd100k,bdd100k_val_b230a7b2-c881c382.jpg,bdd100k_val_b230a7b2-c881c382,0.263,1.0,0.731,0.674,0.295,8.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1940995271980514,0.3250977372941518,0.1942409940856682,0.9962617967888222,0.375,,0.9611464337582396,0.9473684210526316,0.0037382032111778,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
